range	bloomHash	bloomSize	indexHash	indexSize
019449163-019451730	QmPCKFfLuxM5KAQXa3sNC5pZwHvhBKieaDjUgVyxWaMMQ2	1179722	QmNk9Lta52zsxCrFcy4w35wtH3Ztejp3yMVYbeYpkfZEsb	27417096
019451731-019453827	QmcLnhx4GJBp65PV7DvkL8aDAQigAXhtZGZnCpsyLAzvLq	1835102	QmXnMXZDmUgknkW6Qe3M21cwp2bJPghE9QaL4Tg7YCDrF1	35479392
019453828-019456318	QmRUUt7nR9YPbXxChiFMtEnA71zetezC3BKwqsFxYWQJeo	1179722	QmPHSteGHKRfgi6nvg78bBGSvau2ZrBUniKS57soxtU9jy	27655276
019456319-019458860	Qmanvg2Phj29czvbDoe3yXzjfh1jAPiJSTfc3xPnJVTMdS	1179722	Qmcy8UDGkPC2ZHAtZwtsxG2Lz6ajEHvHi5tYdX6huEdLmJ	27855732
019458861-019461209	QmacE4DyVYPnuA9spZKMv7M3KH1JguoJT13ErGJwftGTkF	1441874	QmezXFoibo2knKUqUHucrCxUGghpcgexTh5h8YT34XbHVh	30662188
019461210-019463682	QmavDGCsaVRXK7M89eWC5CXocsNTNbj7929ukB7EjdcFWQ	1048646	Qme6fKFn7R2mpCKSRVAJeUApAFbLK4PgsktY1efYpFKkLq	26182528
019463683-019466180	QmSg8fwyiz3z6qo1gcAcHG8bJnkHz9NRr4Hi3Z8VDQEBs8	1179722	QmNxKNA8CM9e4otDAUk3mwZNHst81hCGPf2AJZTCbYZvwq	27509936
019466181-019468599	QmNMqCQ8pHGSEJXrypi1Wwdyty9Yiye2Q7iYjhPYw2nuzb	1179722	QmNfmvawxuENpx8ChmSh3KTyjFyF3RLZHCTCUAxsb1TQ7w	27323700
019468600-019471064	QmNoCK7aLZjaPwMAFGiei9aNnyBjEZefm1ERDfWftcnfd1	1048646	QmVMFkTBYpTCgnEtGikCLmNKx8AbD6xVR7k5M2rjQPq93j	26413460
019471065-019473579	QmVeCBib2bZJzihBRALGQByE9pdU8CSAXyi33qfdUm7zeN	1048646	QmSVGoLTGqzVZXnTjJFGGLoYm7viZsuTTHbeKgYzC2Gn3x	27128640
019473580-019475948	QmeR1EkmEwU5YdWGaqMosjuN7CDCGSXW1EfFzaj1XLH995	1179722	QmardpdwKHiQmnBBhLgCWvE67EGNt7weY1EFce5Ust6qqm	27446292
019475949-019478428	QmPy48idg2pfNFWnvQbPU5Nid1L3biShbZobAAWFVgyvLX	1048646	QmWMmyBer7pc8h81SeSXazoSPRTMCihvkmfeirSg8aSJtd	26251752
019478429-019480941	QmZzbxbH5Rx5J4inMwJn2SF6iWgFRMnpmfnyHANRPv8yir	1048646	QmWWnc69u9gvkAj5AqKFWATGGEv1xqPwcocDLcVXJySC2h	27147996
019480942-019483409	QmPsNQ8UPceTDQGHT2F32EcoVnfx7usLYMutNo3JkMHm2V	1179722	Qmah8c6atmKVy12bUsAwiN12UqS9uZpxjibBXDbEEfs1fF	28045276
019483410-019485917	QmbBHiPqXRb1kRCuKhrW5AUxHztDUVgr4DQmEeJXiBkezR	1048646	Qma1tjV4QZAoPv8UCbMGivJjBAwxgLuh651KtiJ8SdPHg2	26829872
019485918-019488194	QmP6FYPUBze1zevDaXmSKQ4oiPnyGgFG2j66PCWt6o8PLF	1441874	QmQ3uzUQCDHLGFHDmyTUxR88Xy3nEPkB7pCPTyZb6Gejw7	30920164
019488195-019490581	QmZh1ZvHdv8PDp8GMdvW3VZueZCmTsY3ExGFseC7JmFYtw	1179722	QmRkvg5bkYNW8iU3utGHv9yf8LsXRj8Kahr4XeVJ8F9Sae	27973124
019490582-019493082	QmP4eyvnuVz3Nm7QmfmJq2ZispoV4VmW5P1hZo8XdDQCKx	1048646	QmbTCm88Z4tPd69sxLYqAHxecs8jNFtMMzeqksbYmHiudo	26468292
019493083-019495279	QmXQomUBkf6eVgsTSYXzDJgtubJTaWpaWFrQ2FbNxH1ESW	1441874	QmPtRGBNWXKhuv6Q3pvJqY5sAGfc5W6emR1eD8PyydWckk	31365792
019495280-019497578	Qma8nbdAznhGBAaDfK3utB9475BL7EHSPcyFVwSNd5bR3Y	1441874	Qmddz8M7TzXbkZpHyLfMMZMUikaFk6v29Yv1VQs6rWTanF	30336668
019497579-019500000	QmdPAfXstepndrG9agbJr5QSciQGf9RVZhvavNX8w5winb	1179722	QmVzhW8ptrLLSpyADsYurJbQ8xMqyKAussE4g71X8ZWBhP	26898468
019500001-019502376	QmbdyqMUscHVDZ8ksUrzUYzQ4PDp42qNJAUEstoiFHWFvK	1310798	QmbAputm6vM6GeKb5z4syx1MhiiuNtWmeZMvzYKe6fqHvL	28932996
019502377-019504792	QmSLWZ4wGL7zdXT8uKMUv6nnpfpvnzyUHjezjJKcm53i23	1179722	QmX9m179HmieuNUhQM5VmCGwWAPKJ6TC4NhMnzZzrrMrjw	28483600
019504793-019507334	QmQAKqRET6P1FV126dcpuJwYNiQkouwPq2zxAsQUvNZMWZ	1048646	QmeQ3fKPRVfDiHSjPjufQywgzXVFgsoesw6gzif255YMDp	26070120
019507335-019509802	QmQjB5p6BbAqfTAtZ3UwF2wwzsikxy1YHKAEjDQ3hFgagS	1048646	QmcF8owkh6ovNCFkaC6U3nWmJFW3d95xXMyAAyFGaW95fs	27178152
019509803-019512273	QmbubFK1ivaYYSx4uHwgyHZzmY2ubWyAAXa7kFZKoHQrGr	1179722	QmT8J8U1ev9RpJqL5MyrjjttqU5nhaSEbCnHbzBXyAu6im	27395652
019512274-019514671	QmeT78Qg6f8cFQE6LLa7koPha497bDKBQw8ahfxkXFwGdq	1048646	QmSimmUp1buWHFu6C2SeH1w8fPhKESMmqnpUVo7AnUSPQS	26352564
019514672-019517049	Qmd5mK37uZzqLs33R5EGZcEp4oULGdJsYnCDpswZ49WHCx	1048646	Qme8Ve8QaTdooHFEyd6iEDMPoJgXcJHrEB49GKWKDYe4vg	26799928
019517050-019519443	QmV1HbCBSmKCgbthK5J6CJDWEy3Zrv4iBFWpPeaEwQBZqC	1048646	QmeofSC7orwrKKHb3QWsr62LgMRKbwdaNLpUgCjB7n2jwK	26934652
019519444-019521788	QmWRPW3SxvoE8fkfjJpUdzbuR7SQqRcpAEpzmXApbiNjzT	1048646	QmfBw8Lk3zGx3wBZQ9DU2x8qdmFmNSJ1L633QeZZb9yaY8	25945856
019521789-019524193	QmZkMEJ6PP9275Knzhg9QV3srggCDqvGew9NfgnBe36Pku	1048646	QmZRqMVr6v8Di7Cx9Wfa6HG23NzQBfsPKoPcgrsNk7L54b	26196880
019524194-019526598	QmY41motYGR56AByPBcZtmeLV5WJVPDcyEKHWcceXgx7nM	1048646	QmUmxAFKfmdCAD2h8ovtmgTRwNFpC9jme4HtHJ3bniAfMz	26418360
019526599-019529027	QmcFcZ2So6bs6C9yh2UVtaXnE6k8FC41UmCr9fA3T1NxQ6	1048646	QmVLAoHZVN9mTNH7mEveNkFvbDNWJeHqCuvtEF4C6o6gxT	25841872
019529028-019531384	QmSkUjBt8JKfEiU1ha3aLCqRWbRG1xUgsK4tVPEhgXZkGw	1179722	QmVwtbVjnXYB87uVnwAVBNVBQds5Ht1E9zrkeZwsw6N1VP	28146872
019531385-019533838	QmbyXC1koDxkfmFQEshnU3XQ8fpXE2wMsiSBMhrxZNiTxf	1048646	QmaLHcG9xuDDtK4SEXs3J4bzoMzcP5RY267xw41Max9CCf	26411676
019533839-019536312	QmSQB2HfX1pSqG9pWoBnzqNanEr8KyxBYNMXQg2GNAV7eU	917570	QmSdGNuQj6jGvHuy9ZGrWfRMyhPmBbsrnTBAe33AnQ7G3h	25782780
019536313-019538725	QmcyNnq7AoXVw4qxeUGtdUTBB6W8WqJWu13ouc5bgh9BWm	1179722	QmUeavLA67NqsMfuKEAtEnT7QC7ZW8dstzJWswCPNbjgZL	27865084
019538726-019541141	QmV2K5LyRH1SRv4yApsGLAWXs8FfTns1eGcYYsE5qgaeJJ	1048646	QmS33KaEpPqzxwu4wM9Be4mNaf4AKUq1GPa9X2ZDT7ARei	26639040
019541142-019543592	QmaZNhAf5huCFM8wFf2s51ZukTLHhaKcF8ssbtiqmhm5yn	1048646	QmWLXnYgMfcQQvEBmooh3QkzTQMDyvU7BGdknPG39WmbU2	26551964
019543593-019546096	QmYiGSAHHJhtVMr28XcYuDV1UncHX2JPf7tv5kLiSyViYc	1179722	QmVXdS3sMBK3QtZUp3cSpewr3sYTEtdNxt6BXdS8BYX4AY	27664060
019546097-019548556	QmNkEyWFp4BkZqcEp5WTY3GPyjognt2yoMn6NQjA59Z5gm	1048646	QmebuctCK2yKf9A83DgFufdD2LM1wxtdMSCViJPkGHfUJf	27038328
019548557-019551034	QmSTETnB1eky2TxBa28Qk3bNWbtjTz6maWoHBv4GkVFtz5	1179722	QmPQxpWmjrMU38Jhe3twJBDMQjXuNeLDWcB4KLnzfXKMuQ	28003860
019551035-019553187	QmNNRE2hbe6C8EubUsUggLb3dVwm6EXVdyUhTZeiGhZLyF	1835102	QmQQpQfkp4LYLfP3fQi42YHQCwpCedqrzxPgB2o72Wt1xG	34970484
019553188-019555567	QmYWXmhAB63ZpGFBxnWjtP452xxj2QyjdtdMQPcAhZVVMk	1179722	QmbijU9b8FAuTRuyJ67pv9sVzm23EAtpYVkSg93MqHHDm5	27490064
019555568-019558030	QmcffASkHbNQAvRY82XUAJzX3Cig1Vtw77kaGd1JbWjMiD	1048646	QmP6hwNwpsT7wDU9DxMFiFBWD6E924iNCyyefLhpPkMndS	25981320
019558031-019560489	QmcbcLa9aTQSL8rPXaCbtFZC5hLkPxeYH8ic1AThM7jGTT	1048646	QmbtomZdXeiwndyixTTgT1y72RVcUduD2ZgY1CG2hAxZTF	26969748
019560490-019562939	QmdvXwUWjZ7TvA1oJkzTJU15fmPoi13Pf76LsopYRq3wkv	1048646	QmVBC7DdEvr1pDJCJwMWM1XyWA3mCkpYsyBEpFzjQuxBUh	26144496
019562940-019565443	QmeKoxNeoDRPbkNBrDnKaAAqPZFBV5deGrH4hzzyREx3ft	917570	QmdcsNAGYCYHx3yFGWLXtKk25Cct8L4CNWkDbGkEC78zv1	25544096
019565444-019567917	QmYrn7Ep1mDEEpMhqeLg6Lb3oDoyBfw2jYUaUMNyCpJpjh	917570	QmdYgVHoPedVLRTiTXHBFhNXkcbdDB2toXogboCZyafSVM	25759536
019567918-019570451	QmPwY62LpMrzCRteFFbLN6QvJZ8m42p9JAHyeqwfE92b1L	917570	QmVzwJBy5CCQp7kxySYzUKm7xrPu1brcTkh9YUauWbYPRC	25003900
019570452-019573017	QmUMgCz1RzsXshYS2G1ARjjAWduxgiYFg1pQaKANHzbqmv	1048646	Qmd2Vg7MRDjSRKpCiaTmCa9CHCRP9sSTeLsshufRM7JgyJ	25864076
019573018-019575434	QmaY2WRMAru3eBR7KhcV6fyyE2n2i8WS8UVUhrtQEGxnp2	1179722	QmXx4c131DWr5K75gJ8pUvGUDEy7AgBu1JU7hxLwEa64Dt	27272400
019575435-019577994	QmcmfjEV5aXWLYcfQnJjvbQzne5vWFb8fjBJh2ESXhTYzV	917570	QmeycdfxQ6HSJ2nznuN85GEQ7EbVtYkZA3gN2fDGxUYmTq	24845472
019577995-019580432	QmaKqUWAjwV7bSXqVsTytT8x91JxtQJUWkiJSMC9SzPekg	1048646	QmZZ7HGXmr8kxAiqTFH96neSDe1JWsNDfAhb3T4fkuwvfX	26188932
019580433-019582925	QmWVDovn6npxG5J5EmgT8oi3scz88mand8P5WZUbiRtE6H	1048646	QmPv5cjEs5PNw5wRpFr4WMhVUPZwL4ZMerc1itj47T43xq	26337800
019582926-019585455	QmTvW9rNTt7EyV5YHqF2N7TgQjZNPPAfAJyq6Lw4gYK7xX	917570	QmaSfSUAoV1arFVjK5egzx4UL8DMs7oQpBePmU4RkBCSH2	24988940
019585456-019587891	QmYKSTfWABfb8Cppgfof31Qv4E3MAyXkCgVzbWCU39ZBgY	1048646	Qmdba5WoqQ2NpM6nznERYK5ACVgE6vuNu98C56siRSiz9G	26945880
019587892-019590396	QmS1JV9pQ8Vv4XzWdGRu1pgaxAnqQ7PpsGW61g17e2nVh1	1179722	Qma8f3NyhdyTd4b1zJFF1N7gzkWGvf48VV115eeTrWymcf	27243832
019590397-019592941	QmYFoDfcUS1qjZp1b7N22cVMuaJgxLPMGW1RSgPJ5KNdxF	917570	QmWJZf37GPjXm6nLvYRHkgWLsTYjwqyUn93LrFefAmDxar	25555960
019592942-019595457	QmPdrVYLrnByEPMotp5C6rS9NLsjK21YBeE9VmMoshXZ1v	1179722	QmPZBoYtWbubfCtrmhh33CL3k5CfQZyUqH7W6Exv4iDjz2	27526980
019595458-019597921	QmWG6hczWY2Qaopkfj5fR6Pxp7ZCgoMBCCLN3zpDJbKtWv	1048646	QmaFiiTKdgNjBqmTkNEz1RvEU2dp1EzaoRUxe9Ag23Z18r	26542984
019597922-019600000	QmXcscTj5QCKJKjMvyyuKVmAaakfiooFAwc2dEGNZghShB	1179722	QmSQZ9SSnXddr95BvH8iCVXkGSJfWzfymFEUXkeJjT5Az2	25779060
019600001-019602252	QmesfST1hp7ERsYET8z2AsgpTJy1b4hq1ioAMRfXLEkesF	1572950	QmVxFWnX2HwW5fw7nP7whUfsk8zVZ5h7SACsQAQYmM8ViV	31568912
019602253-019604768	QmYkEmWgYWbc1Gm5hx1fJASEppHfo1DNWuDb66bvQm1wBa	1048646	QmRFK5abRYajMPRqyZ6VzomU1JjtdbzikYvyCbAx2uptGP	26563180
019604769-019607274	QmSNZaej9BBPSoKmXfjPrsZ3xq2hfUHPsSNMM6DT9BhQFi	917570	QmPPhdMQJ7CVtgdfDgi28ih9S3r77uHZj9YExVdkNHLBp8	25785548
019607275-019609565	QmXoQs2NaWA4GptqN6BkmSV7HhvyZwKHaG3VNbjJwp5C5u	1441874	QmYq8DZ5MEyQdh2zFBu2dKv5VnfBUmTYZ89oVMVMcQJnvW	30104156
019609566-019612015	Qma3mbFCCKDveuzxptMzQWjRHRPJj7E1ZAP9j1pJDj9s7t	1048646	QmPfaptAKpc7ePh5xFDX9HRC7crAepNR8amszSFp7zNKBm	26044168
019612016-019614550	QmPRtpe2EenVhNHUY4dWo7o7MUzU9EooDTpPjX2k7Du5HV	917570	QmcKfyH5c7LuQTmyze66eSwGAWkzX4FDkMeyd45LxpvJrq	25473552
019614551-019616956	QmTKwt3NgfXynSC1NrBU5p7ppqtdNAc15DNfSqZwivmiAM	1179722	QmPF5Tv5y7QqQPKKZzpMDJ2aSXdSDWS6sda45U8rqYKnry	27708120
019616957-019619479	QmRpoPW6R2mnXf8w3hf3s5ojLN6DRTBrK2JQyUybqPdCAa	1048646	QmWWeKuNi4xiiLdJYR1tdLUdoYegawPkAmahquXso1bH32	26194784
019619480-019621707	QmcW8Ez3o6ag3WXcdiEswfE3LvwLocKiB2zUJpHpnCY6mT	1572950	QmVo17yNFnnxFUi82TW5P5mA5r5srdvYhbJpDDShU5Lqey	31420544
019621708-019624130	QmXpbxpwptz3cracg2Q7DzAJNQNkJQEBvYPZHAjesi7MZY	1179722	QmV4nMBMqanc8q6FUuqRiVmNpKZnN2pQ8MXLbU6fsUGhtv	27490580
019624131-019626589	Qmdn38AfDjbX7RLkiSqp16Ud24eGXvdwtkCxgD4kxoXgQb	917570	QmaP1rtGCeB1WqcmmQSJm4xLVXtAiy7xEqWUF8sA76nUgv	25762252
019626590-019629042	QmcpeGmcmrW2t6WBgoyL4s3xQFryKzWr7bKZuKkRtMg6WJ	1048646	QmUUCbrXW3zo7Zu3dWqVZJSiuf9kEBdoq7f8sFtRH34ywL	26786708
019629043-019631410	QmZLDLMs8oem4Mwgfc5FWQvMDhtGh7xL92CLM5UczqB5sm	1310798	QmWEbHuQmqdTRurgxv6GYAWRNCHFi7vkCobGJ82FQmGW1T	28725688
019631411-019633907	QmStCB8m2WMJoi1o73esuYnvZ6tGtDdj5A2CPYZoTNNimz	917570	QmSFsfMaAYcxFkUrFMwRrwv2q44S7XPECsNVUSFWQZPECy	25629644
019633908-019636368	QmUPDfDP8kT3pR9veFiV4wEyEyAJPc7E9QNR7w4rAwzVeR	1048646	QmaiHUxFf9rmBZNjAWv6qhBanEBQ2nmNPRbW5HMDymiiqa	26634356
019636369-019638773	QmVciiMECFyWSUaKp1kEmVn2nkN5H3CsCvA23QLo8aHvmS	1179722	QmTTV6aM1wUFVv2yvy8fdSZUC56TnEUATRnbSbrooL5K7k	27280708
019638774-019641227	Qmd8QF1tHc4bjgqdgsYdxsHbXeTR5kLVXxhLpbN89RtL7C	917570	QmZrtGB9ojxxhCrb4SvaGJVFgVxWgGq1tEK4u9MzjQiMS5	25687788
019641228-019643687	QmSHNbj5KpKFM9fVqNJiSW9hEiNHyDMuWtDvi9AVF2PBWc	917570	QmQMDPniEUtHhZxGAn3V35zz3YQWPghWn4duXUoXkv2pSE	24949992
019643688-019646148	QmTYBWr3wuDRRKLCm4E8xz7E3bhuV5cMDboUhph4EzsAPv	1179722	QmapPw1Y2HKUrscRLx7HW1KzwuSzzu3FYQRaQGsYmiQHrk	27649260
019646149-019648559	QmQm7Czo1opTdnETayEbQZUQyFUqTY5TLtcoxDan8rJpbY	917570	QmSKx66KtCxQQkg1qBzQxp2hLAxczJ3qq6v6zsMBqzVivF	25661200
019648560-019650994	QmThtXQzQ7YkWNdigMACmAFpJJW4VXh9SpMBjUVg32APXs	917570	QmTZCkLKwYwXgpNfeCU3yKoQQV8qM29kvvSWbEp5t7Vn4D	24929056
019650995-019653515	QmUwS3p9QeeA9rCR3Z5kHzjyQJpn445AeAqtQgQ4M9qQkM	1048646	QmU1Dhz1Fr2GvJLMAheMPR65mWjwNVkerd7m8FSVJXHhBv	26588588
019653516-019655986	QmbYWMaoVqDcovHTatjsprp66umdexRXduXBxgKnt5HRgV	1048646	QmYfE2x4Lmc4Knjp2ndoKe5iW5H4U4USDx8hto3QBJNJ4r	25867844
019655987-019658476	Qmb7BktjtGYxwPFexauwwp5TFDqRTmEGHR8oyKKcQAPbHC	1048646	QmRzLUn1YKcWAKzRTNniD5GLGp4Rrevy26QB6GFbbmVRGc	26603940
019658477-019660928	QmTJgDPS3QGGCtZZc3NpoGLQYyPvMyKS97ysfv26pPfMS3	1179722	QmeHSS68xnZ35gAtCGyk7vCA3fh6T4dabBbcM3NDDjXiD9	27980844
019660929-019663455	QmYPsfhqMtv6zuYUpVdRV9pqssEasE7b56dF7WDnePQokk	917570	QmW3aK6xZiu9F1Lo8Z4eD8H27fzZPZ6uxor6cxMsPC84tS	25449568
019663456-019665974	QmPqA2FDoBZbFE5sYR9SUhvrgWU82geFL5V7PKuDunmiqF	1179722	QmWx5WXgf3cBjeivgy2wH7DibMvuAP53ZJMQTcxNjq9HvL	27758912
019665975-019668515	QmRBZ4oyUAMuaHDGBqcNm8YmwNwutzY8gNierhXHFw5jL6	1048646	QmdwXPNuXevF3ySUh2G8qdTm2uQc5yCqbKZdiCqreWRwE5	26855136
019668516-019671053	QmPkwHEguHxdhTmqg9821AnWm6UYRZX4pGimVn5DgcL99H	1048646	QmSx7zJi5TfqAgsyR1vY7wY4py4i3nYthyvQeHC5iDM2kd	26079656
019671054-019673695	QmSyodVddNnPAVKFXk9HBfsEH8YzhpSFo9UE8RRGtNXeET	1310798	QmNfDdA26XCCx7hhmBKjF4ysjQAS4ivsZ7FSuG2QoLm6Au	29402332
019673696-019676187	QmWJ7ufePAunJZijUuBqWLvU6aD3RQTJZ8YVvmwzkQsvjM	1179722	QmUytQYhrSnD9LShEQpKCZtUzj3KePgjtLzjN19BFEQGjd	27794680
019676188-019678662	QmZ1Tp7UVYyBNBTmkqjgNHb5H6i3ttYWqWHBkGANkJM9Az	1048646	QmZqWcMg9kJRFUEk2NUAssaGbTuoAocYhszaEVDuvnX9BQ	25853240
019678663-019681001	QmPSv6BV71KbU9EHHktZiTYgv4fu4mbaFjAaZqLbbGZf9R	1179722	QmUAUzuu4ad485xWZnEVZ9PEJM6qtnrM3DS5GS6wcsuZQe	28333668
019681002-019683390	QmNNkveSuo5ZJg9dAExPERTUCd3fEtJA5KUaNYwxMNqNsh	1048646	QmfAwwKGFUwdcV6adQyWqd94A7LHGZqT64BDDa9SiWhp4n	26556152
019683391-019685906	QmX6pSkQnrT69JugMWhCBwjU9NHJGDgMXt7WisxnkqjQx2	917570	QmVXMFBeP4neGs8AjgMN7nZoVMW2QE4q7YY9AKz8rC1edx	25489544
019685907-019688433	QmddEYcbeEvXejoM4V9aAZi6hWadq6YMabdRfaDyLPGbA1	917570	QmcV717FGZav9PhMgNfrGvnJKDrVS29raauCZTZE67k9SK	25684988
019688434-019690894	QmUq4KsoMeTC8RjdLiNYoJM1EG3s6upJPX3k4r8CutEnLi	917570	QmaAjsaGRxyxXyefmHcRhndJoWJbbfNmCxbB5o4LdwTYD8	25505700
019690895-019693126	QmWR14nkRzzpkb6v34qZLLL4UmJywC3NiV7YG7kKmXoXyg	1704026	Qmdry7VqCZfgnrpRmRHUdzzpwuXARWkdweuwrh7bk7qUkL	33095656
019693127-019695687	QmPUZMkBjHKwvHK4CZ5iqNwueb5ecV3orVz9a15CfwKNbu	1179722	QmTT6k4f4yADdenV5hLsv3NbCVbMKdFadx5KCckVd2wgkL	27649868
019695688-019698192	QmZ7D6bCQdq29NVP1EYNeVZYNZGrxDdyNTRbXsievUPR6E	1048646	QmfTfJ2MBn2ynUeMN8Gd9kytDwxfrdfz5M8NL6GoFbxiUB	25968956
019698193-019700000	QmPhnrhzs4S9AKznPZntepQvZ6QmPnycTWWBiNiTcUwj66	786494	QmPmy7ecMbAxzSP5EmzHmAch2a8ge8jVtrRs9AuLk8newz	18159952
019700001-019702370	QmdLA9dBuXh6UpJ75sqpKzVMYhpWV8yWYsdSjLUyLohNZL	1572950	QmchJ8RxeAWBVEN2yrW1a8QJUq3h86KNEzKDfQDvoGPiwk	32323504
019702371-019704851	QmdRxScNinC3XW3M27XQ3MSp7bRDMdPPwhQbdaHqij9eBe	1048646	QmbazcLcX7qUQZ4GpjafDbq2thfoeY1GfQLkadpi3ES41n	25829916
019704852-019707369	QmTuK6vYqUhMk6czb584YpuShN5mxu6rzJRkWh3bEYet1Q	1048646	QmVegqi2px3hAPeV9TWNtmWyNQfmoXGse1U9ZPVtTWkc4Y	25830320
019707370-019709914	QmRBPjmw24ExvvrzJ7qQbVALCur1RC6pAjJtcchkaoCTgo	1048646	Qmap1QYUjaxDPBXss7xQhWeFoUZvCWPVoF2cbjn51hJLwo	25803992
019709915-019712401	QmVveGWTn8L5zghCPkA4aMQjpg3G8fnuJ5ejLVZwvfrGtp	917570	QmNjTNDKToPuVMUWHJyzCcBEGE2ithvUjPnt1tPz3Ptm6e	25193520
019712402-019714920	QmcEK4QkPENYae8ZwW8mVMYJUfJaAsJhYX98wXm6eVkg3k	917570	QmdgLj7EgWdCDiLFq73b8dfnC6QBgttkXBwFUBC3G4fA4M	25776352
019714921-019717388	QmSPDz1dB8RhrgKBn362gFDKViR1GEBGwB3UEgEe9ep7aG	1048646	QmR49zkaXAdbbt5hZUQVAtW32Psc2Cg4oJgaXxjWnDdpww	25841784
019717389-019719855	QmYKsoS5PiLTX3digWs9ae7oJnTDrDKQ5pF4gbVEoRrt5Z	917570	QmZFQj2bF58iCDeyBbiUabR7TQEdUu5s3Mo59xhjUd8a9E	25399200
019719856-019722389	QmRFBXey45VPGVTQQg2QcEFYfvkxiJrmmdcZpoWngLWkQx	917570	QmR3YauWnYUmc7q3ZcTtnzK4n7BAquwTLfVEbp1MZkdF6u	25114660
019722390-019724924	QmcjLMMyCqSbnD2Qmm9HkqkjJkwXPkejpGDcNKM6HGTUMo	917570	QmPGaSgQBJiRF5D5ys6a35z14zJ8nBcvh28qkUsfPv9YbP	25207356
019724925-019727466	QmShctDyctzqzxTFPRnbWFVeB2ZLnXJqEudCQHLveCmKuT	917570	QmYWEJfUvEeFgnBmcXujTKdLhXokRcvHWGNuLzxuDo67cA	25052796
019727467-019730020	Qmcp8pmxanxFXYpMwHqvDtSJTvAHQmnBGM82dyjG2cZVKZ	1048646	QmQebqMaKKJVZ2Qr9nMEfsR3zyq3UKX8fcDSwVtyZGCLxg	25932340
019730021-019732528	QmaSU7qmTeYz1KkWbcYpUd6uWtfK9NmpSQSUAsPg3LtByb	1048646	QmUi4QbPozweuhaY8KQfJErMcXyhc2LeZ3iQwgySAhzge1	25835128
019732529-019735044	QmNjgSZN8yb37daMPVtahzg8vzzkKsdbyVJUWKtwagwRof	917570	QmUf5JhHUHjdg5TkfC3ieL1Jcw5cfnpmYhVXxfmLmA9xPG	25275292
019735045-019737640	QmYc2J1pKUa1kcBpmbppSaghxWf79sBDpmJfQ4AnMkuLnr	1048646	QmdWBRZUhP9CT8dEAmAbzJ83nzXFCUkQoxg9BYr2aQnV4q	26585340
019737641-019740160	QmaZcEWnwyuMBFkEdxkzS5PF1V6uxj7VQN7ZRtLYwrKEof	1048646	QmbUhF4UV25yTUK94qJc8NDL7p6KZB8gzweh8BCVMpW1cw	26504132
019740161-019742690	QmbsCj6inc3AixLSoeUnLqGrcnvEekSrdHULLKyvGv97t5	1048646	QmTeVoin359ZviNz24W1T7vpCHJCMjpM4fQjn2qrbAmLsb	25966620
019742691-019745508	QmUgPMNxehabor9K1yPSxAeLx7XrkmVKnB1j295qrWBswX	1179722	QmQWV3Pdw2vx2bE3jrdFZTqzhvwcZKJ6c6kkeK2vEKXdSs	27375132
019745509-019748055	QmVpHsJG31fkcTqpfN8xqaoStqfQHADme8veQB2kSUFgAb	917570	QmV1qQzKDGLRnicL4gxJvZTqsEwLn7HPf6uoZjh7GN1gnx	25632956
019748056-019750746	QmU4QZv3Casxc9QjxAzghfVyiX3DQN4A5CkKwDavT2goSp	1048646	QmWjkkpzB8xtz5PQ2hCTLGLJGXsYWVEk7Hy7prSWHP8Zjz	26704144
019750747-019753387	QmPrA9H2WyEbqpVM6GinbcBY1vZkAD3v6Ui54RwG4vPfuS	1048646	QmeoyCgNHyVyiBD5mn5F5gDjLnvWiF2CQWNnjzRazLEsP6	26570484
019753388-019755924	QmUd4iAq5PE9WXC9LKQYr26Kcbg88r1ncyYirDbrpfs3CD	917570	QmYBbd9rbhAp5bEumxErG97Z3AcUJrmwb7qSFoykdpeR45	25049756
019755925-019758601	QmPz5Mzyz5KkbKQzE4sZJZhwfj6Et6CqCcDN1LAJm9Gdwv	1048646	QmdxrSQogZHm7py8DrEf3wEs9tLTd6asupZAvJCK73LeMU	26301548
019758602-019761087	QmVwTRQkRNeEwYabEjtuvDM6TGUcbgX8afYhn4SJ5inZZZ	917570	QmR98W7Ux2rNzAvWoJ9CkrCxjrpNqFhPo7K9nGpKqG1Lsk	25756100
019761088-019763608	QmdCBgiH9USsAjiFKaJLnAouoYGVuFE2gTWVNkSyWEux5K	917570	QmZP9WbKHT1ssHdQDsW4uZVwYqSFCVJin7vPeDFoA3Wb8B	25390528
019763609-019766107	Qmd6PXTxUaUggp89ze4ryqQKXXSTXcj141xKrimS1QA5aL	1048646	Qmc42GzHN72947udmYSNPXGwjb976zdB18rN4K2h23gBdR	25808260
019766108-019768603	QmYMc7o5GTDEMYjWwCiccCUStN2fEwG1X7MSZjzNZ2t5PW	1048646	QmbLaB34Te2nqVAH4omGhkxinFYwHpXHjuhRBjo2c2QMVk	25822568
019768604-019771148	QmfUEp9c98f5XHwcwyQniGoZbA93zXj33oT8AehJ9Y5fVS	917570	Qmbb564aqL4iJo1Y8aZ1RwaKMmcxEtnoZxbWem2Qg4kPyA	25030048
019771149-019773665	QmZyDAtAZtxrx7PDwXoQsexm5sEdQvuS6je286ePeJEZH7	1048646	QmZ4sjp8RoZXS7M4kJsroxozKB8idZDqVxQoT2CUxnSgas	26407484
