range	bloomHash	bloomSize	indexHash	indexSize
004167840-004174991	QmQSK2bXQCyFMNmpeCBMHdxSkM9eRsTbELWbJKPf1UpBKk	917570	QmVrWd3PTtVT9EfBQvzkbVDKbtLZtee23KKn73Zq83hdzf	25456724
004174992-004183950	QmdGSk49bt9fFiCkaRDLcaLa1iHKgA5qGjvqGQUoMKPyi8	1048646	QmezN5255aETuoKK6t2t277Y9ahM53rFNCNzvscR4RTr88	26095160
004183951-004192178	QmVynY6YqhZX34JCM1oudVNjmApsqnrTMsuNLxVH7G4hr5	1048646	QmXxdknvh8fJy8bmH1DYZMuTRZ4d6ZVZu8gTnJv38ZKiAK	26039108
004192179-004200000	QmPzCuBZre8Lv9iYafbCgZRV5QXjjH7roEqjXwx83LgDFK	917570	QmUdT5pBM35RyB5PgCELxNQeZ8D9nRQFG7TdbMkVc1UuNg	24425868
004200001-004208156	QmWTNABUnvWvU8CgEBnyAHvz1AT81waQAUC9dsH6TNDEGg	917570	QmaPC53We3ZQq9ykeSLF1fX3o92GHCTAGU5JZsrD1jw7UQ	25692584
004208157-004215503	QmfNpAU3ZW1feUmemJbmqCxXvN6AMHFow3VgGvJsGMnqWD	917570	QmaBUsmiNVA8FRaKY7nLFkfTk3BezVKPRkzFfvcS5wUqSo	25683148
004215504-004222227	QmQiYQbsRpfEoiF3CvriukQfTQ4soJKwWCMyC28B14BgeF	1048646	QmQzjPjRK58AtH8xPw2LLDbFBvYWoS8JpKeYu99RuJD1qN	26309584
004222228-004229094	QmWZFzd2HZXdHy9E7YMcqtT9v6NFngLh9p1tuDK5AMRsVm	1048646	QmYkx3QZqaqnqmZp7XbPXqjerwqVrqRdzinEQ1sRbD7q1U	26448312
004229095-004237104	QmSg55D7VHDkpGGw9M7p3d828xEao4yiGq1dUGJxLjdEfN	1048646	QmRh1P1z7GfPkF1NbqwpzuApJ4kV6YxvyyrvcKZzeM9CD1	26309784
004237105-004242897	QmcysK6zowY8ZQHhqEYLDuFpcwCF1nSFrfLCDX44x2jGnY	1048646	QmcWA7cwHrxHBsyqgpiCK55CXcgLXLksNvpZEBadi5Ap7V	26500500
004242898-004248222	QmYwWgkAxPnHgVA36SCcYoDz1JVnnPztvddEkiTfBM3SVS	1048646	QmNm9NQDrGreo8wAh2BcgP1FNbEt2938cM9DGqGiuU9r6t	26099436
004248223-004254039	QmSmGUaSJQeEQPW6tfiowZSefysCDbmi4NQWugTu2BviME	1048646	QmNWnwborYSc1Eoa4MgkgXxCut3U53s1EXRhqWXKJKijmJ	26663528
004254040-004261620	QmPh8B3wrrc6QThePNw1WqGdmsfqcCqJzMuPxVL3WV6cZR	1048646	QmNc8sPgduq1JLMJ6AjGyZoEPoWfcqszBSYSBSxgD8uuZn	26521600
004261621-004268398	QmWBh1ajSSD4658fDWqgLoYLwW7eztngnsAsSsj6jhERuw	1179722	QmZyFvwehndYr8L4SPofwX63VCgmtamb5Jz4oHUJsaCMXL	27336808
004268399-004275542	QmaCwY3Z3b92oqjhvHtXDZB2wGoceYs93eyQqLGCMS3w76	1179722	Qmd3ZuP8yUdTGEJFJeCkhvWHSUyEq6wSuZRudxq4Xm7EhF	28324804
004275543-004281873	QmVNv733TAb2ExzjsdiAPvRcQfBokviezfKXtRc297Rq8G	1048646	QmYdWfyRFFJ4TU8hd3CF7RHaAY6dDc8kRLtLryzcFSrCaG	26757700
004281874-004289570	QmUrZfDvQWSKcPirCSVjhFsxVsQxZzigQiW9MKU8MJX6EX	1310798	QmbcGPDfAmLarSz7snK9gjVAKMz7JpGq9TCeXVv415Tpdb	29468332
004289571-004297036	QmZ1h7b7cHpm5tp95k7LQk6LNG2FrcyEfd61CPABCx8jZL	1179722	QmVmZF2E4dZK7ixX1YexdTspsLmvz7VziXbQVBvvZaccxJ	28484160
004297037-004300000	QmYMMb93o1TSfUberhtFXvG7r1YSy2cXu8eM4CbmHLKmaU	655418	Qma488hLfPzt5kfmwWkdNS8HAGF1sCYxwUf3k9EfnAAX3s	12073280
004300001-004307552	QmY7HwDmZR2MCXyukWghphJjkf16QtavvoygqCT9fsdgr1	1179722	QmNY4RkDVH9dnVobYT5GZG7Jf5MbAAd3kqB9HKFpQZVtw2	27537456
004307553-004314362	QmPMAMHAqGHmEVdqDRtWXn9CpY6K6pc6YqJDwdyMTzJdiR	1048646	QmQL5fePZmstkEh32X6xbKju2VarT2CE3sHYpGaDystdjx	26681088
004314363-004320832	QmeKTeqAvYAQwL7mqKXLg1txouY4warNzTBtBEyWfAyQKn	1048646	QmaLmjfya133dcEUqzKZokSTmiv9sDJYBSgVnsbdtYDTSw	27101472
004320833-004327666	QmQAhjVndUDcM2cSGUqyQiEdVLk5cTgeoY7Rmx67UuQPvj	1048646	QmPYeGTCb96qGG5xhcXugCvMJjSfr2zaevNfeWsEr3RChE	26385244
004327667-004334248	QmNgNU13C8m1yZ2Q8meagfVpw3kLBJ7sWiNehp6Y8hU6DS	1048646	QmVEXJMsZufK8aMknuHVNQbDa8sTrfw6EQ41tTrox2EESZ	26209828
004334249-004341029	QmfVXVC3HdZXbSn7TxK6WoGC1AQ9DEM2xBEqZD4HxVH7Po	917570	QmdNdHZExYjkndDYWFhJJidAzTNDPViUiLWSeXmquhb8hJ	25307572
004341030-004347833	Qma8TRaTgaxh3YbNhjGohxCTcsn42Zd6aK4KNY4NHQfCt7	917570	QmW3ZhPmRFrkxNWLmyCH8YfQndhS2FoGBXPiReZ2uwgna2	25322508
004347834-004354210	QmUrHqTXrDkkywrY5AKfQkSrjmvWxCNkfCqewjjKoEcQo6	1048646	QmQZyg6kx3nroib3PTDXDjsaAvTEquq6hukoeYK2NBKyFT	26439796
004354211-004360358	QmNymeS3fnieAj8RCMgwTCE3m8A9GrdfwxzTocWDiatRuA	1048646	QmSPwz5iPnzsADEdecmw4hAZTCuRiw9wZK61gjhZsi1mLn	26358060
004360359-004366275	QmTJYxTHYy8eCWkPUgFwGr4fmNvYNLKTjTzcX4sGXuc8qG	1048646	Qmd9VtmevRzBMRAnhrSfZGvrfxvQr4LspJ6TkEDaQLwH2G	26138284
004366276-004373244	QmPHdwGTXCDRFVXrwZTGunvU4nAUWZQMBAQfeTMQcRSN8K	1048646	QmZmUYuF51yfR45Q61iKx11ZvPQrU8m9ybTFgs5m3Yn8Hw	26918952
004373245-004382273	Qmf6kJmc51A7JdDsPL1wqWq52SXLu2khXBLEfonjf8ztxx	1179722	QmSyv7Mu3LVEzFkHtPQhgVfeRg3rZkiG6dcBR1ZwYK3wLE	27506696
004382274-004391317	QmZjNpPc8i1gE5b7k3MkkCvW51A8qKduh9Ha1HkDUGSmBy	917570	QmafauAduidxgbchxzpJDgBqbpRU3LyWu8T5J7EjYy5awq	25432436
004391318-004400000	QmWsMUtM94iH3HN9Zbu1M5Qtzf88gfhkVJVmKk8U5424qX	917570	QmebZjFZsmeUhNyxqgVm8eDDBmjtEdF2erv56TnrtM3HNy	25510316
004400001-004411002	QmVTZQouq33v68ru77RrmqiyLaELuTUFWddc3ybpfYnAgL	917570	QmT4NHrNQJe4LuXrT73M1ego28RURR2g5FPqodgYFHjQXr	25614916
004411003-004420191	QmSSxCcgtCHNjcBb8c15TbjjWhDtvmSKBBNM9WzpssfXeA	1179722	QmTgn9ESk4VDVUdrzXc982HHKHF262wWVSv9MgEpksqa3r	27572716
004420192-004429034	Qmc6Xt3cSKLUXPLHfNm6QdvLs7pc2hqkmhmErjrMpNppzR	1048646	QmcSA5WGS1Fovf4WJktPAshGYoHP6bUQycoh9JbJ8AZLCR	26812596
004429035-004438104	QmXehpv3kNgE13UfWuH6aVueqz6hF6kMrqiJoNi5gM4v9F	1179722	QmY216hRGPn4VbBFaChTThHMbz9Ep7yTQRQ2UmNxN7R1Mu	27881604
004438105-004447001	QmXFYtGGdKVf6kvtRhpTPtZepymyzPFD5uFgcCRqRN5UPT	1179722	QmbCrVxCKPAN2jsEsW5QrLw95oUbUAwnSvvpJVqS3dUCQj	28243280
004447002-004455680	QmVe7SwnRHcUN1YVMR7nNLfDKmjVYxSk8mbDHT185fpHwG	1310798	QmVWZSEFFJdRDtNrYVrcRG7YVvQivQBs84pAG8vdmELLS6	28624940
004455681-004463714	QmU8EBqSP3GsztuHebwMmxZP2SkqxPtPsUe2dxkcRnYEoM	1179722	Qmc3CVRv8fMchvQnRC7tkiYD7tXfaAX9H38nCiPguKZ6X8	28534928
004463715-004471861	QmXs4MiEX7Xp7fjTqkcpgEhKMvxbE7SxbKFaWiim5MNxUF	1179722	QmU9AJjzzPG2uKvm4afndeBrPhmBL8WaFoiafxdt3UFYDd	28395504
004471862-004480026	QmaMpaEe3JSxxm14WTAwNJGFmaSsQHsWms8PkLyKcLggJj	1441874	QmRH1YqoNk4ZYGtm8DAXCo5PyUjAbz4JUgN4kL9tbPrj5n	30270592
004480027-004488960	QmVrG4Uis5EX9vfK1msJJ5tUFcwdLxi84Ry3NvnKrCVqhj	1572950	QmVnWtqezmrH4XY2EhckRYH5xjH6xbhH4RbU3RR1UQKs7g	31403160
004488961-004499660	QmTozBSFFDkDniiuYA6WAAhJXXHp1EwJhz5S85qEkkgiw4	1179722	QmdsYTqBBv3aQ3WhFHskJR4j5E7Fs4D6uvuidXfgQikTDP	28067544
004499661-004500000	QmeoEnpwn6ziN71R5f9C4jFBokh7qK6cSYzMFen868niGG	131114	QmVizR9qLrdZfUmMjv4mrjNg6uqmCikh4gpbkvJ43fwj8b	1286460
004500001-004509071	QmTm2nqxD9s983DbBNVSa44Qv2NLCpFz88SZQLPKhY3jTZ	1048646	Qmbgm6GfyyEsPL2L7jMMLtCw6xw7PuNxiY6N14r5RbLJDG	27179528
004509072-004518540	QmUdaWoDZZ45KLfAzx9AjFQYUmAZDfBnu422K5DHJyC6qc	1048646	QmRDazNzPAw3c5re8dFYrFwCU2Moq3yL61vD3eEjq9uNW3	27165488
004518541-004527617	QmaZ5jga46Qe2RmUg2t7jy69rtLTY8jkhVsUxX5Z8ZYFa3	1048646	QmQdZdjsQtf5TAmMRAL71AtR4yeCQrBRFHqmnHBpyMSL9X	26406964
004527618-004537215	QmTVp9r6RfLnaVP84jC4n2kwkBAPHvYULBoKG7f4SpgA4x	1310798	Qmem5hfJ11vctw7ddxK7X3635rvhWS5HszsVWtXo7qCREN	29953724
004537216-004546465	QmXiQMBwH7dkwWxJ1kZqN7MN83dpjGxnPcXdkMgr6x7zBq	1310798	QmWja1QHshKcdDsK159UrPfZLxxSS4CE6e3mRwEdK3thLd	29956516
004546466-004555345	Qme2cEJCN21chU3QHBfS7HE6KGruCMzjTeqFFvcLcUshB4	1179722	QmaBwAc6gAq5n49mUSbeR8CKc8UWZ3L5cfgMsWE6Ugf59L	28415364
004555346-004563720	QmW9TrUZ2B8QuoBYE1kiZsom4Eiu2rFcfMmXmSgPBiJdJm	1179722	QmfQMe8BjxUxtq39G9UcSkN455fqyqAZ5sSMAoBrwArJNK	27251088
004563721-004571993	QmYEMeYrrrNPKmV5jkpMKCrMDyyrkfWQsnfuPndffCRuLz	1179722	QmVUSBmtSow4M8wjaFFEPvyiggV5jjWZk3hiEjnhCfcM5g	27349824
004571994-004581089	QmYVMbuoxu3NBeMEC1eoYvSLe4Lmz21zSxjzkVeWDAXGfz	1310798	QmfRQVFemFE6ZCXf3cZcEVrJkVAGsn7SK2E8SzhTf7gbbB	29254504
004581090-004589747	QmVMUnjezV7vAmq24WNEELutG9aZctZSik4c1hnfsKGZWk	1310798	QmfGizhmPM7GgMU9JRChQ9GAabxn54QxVUorGTyonmSc1j	28659816
004589748-004598133	QmPradKTLo5Ryjc3yvqBkkx2pBu4waR2jLApHvN23G2YtC	1179722	Qmd2DZCHGRVLzzqpunw68byV2cTTdsYMaM5dK4H8wCAKLe	28247408
004598134-004600000	QmcvTm8bMkx12Q6KtqMzEjKckgyJLjv4zvU6uDRLpNBjdR	393266	QmYXcjy5JEru1PscQ3PgrAWKHxKps6zgeVrB8TyaUbgk7S	7171288
004600001-004608209	QmYPtNs5q8qeRPL3Nkwk3TjJoPXTsm37gXN99ZNPaZSRF8	1048646	Qmck8H7VKRC78MqVetWJPgudUsewzdZ6GJVH2eXhQpRxHD	27176360
004608210-004616720	QmTvwENfMnkKzBKwS1BSYjg5XCdEcphp1GFiFqGbCyM7ou	1179722	QmPAQgFJp69nVX13cnkYwZKm2a36tBWr7MjsojsNERo6Mc	27952592
004616721-004624885	QmTjxEaK551GMuUPfM2GWBxF5jWfrQaFoCmiHCg8CjdasU	1179722	QmVNE3gSBaj6gWpaxMDRZ47R6Snbzrhtk7DD5nHYNGt489	28327528
004624886-004631949	Qmc7z2mgbwBADxoxGbpzLDGZjqwoXcxpR7LrwaWKtYe8xe	1179722	QmfBMVabPZMPL9BYcHbMS8RCcSNgaJnVxaC7ptWDEXfXdE	28015424
004631950-004635752	Qma379s8pvVZ4LBWxEynW1V2DWMEccj4uVWrfjNoVpXewQ	2883710	QmXz1Cc6LHKyobq8wokynfeP3kWeNG3okXhM9GCr8Ztekk	46621464
004635753-004642669	QmVBcParRSky998s1n3Dzhw1HB6FLtwx5KDHBHxBxcd3Rk	1179722	QmPSGGiptJbGrHuU6fJaxpR9wFFLtfuJPdcw2qm2tHe1x2	27868712
004642670-004649661	Qmcqo8bBzvpEwmEEBq32ZPQLGzqPnatL4yKaTfKtLgh3C8	1179722	QmZKQKrzcuexQT8YmQ5Xd3fZRYDZXQTdVX2CQqxUiVCuG8	27417936
004649662-004656724	Qmbio4QQZsRx3KMbkEHkvWdHrrnb86ZK1XLjzz3p6xeyzG	1179722	QmNMtrUDCqaJaBsxkn3HQWt21Yk5yvrAwZH2zY8ddof6ac	27256544
004656725-004663779	Qmco9C9r6ETv9A6pmpUWnskiN16muMQgvPdkM4iCUovP6L	1179722	QmZiRuaAZtWuHkw6pFjsw4T99oarDw2yrh6FvpfPUYazHU	28079344
004663780-004670425	QmUhYA2CpfTXAVQJH95vb1DuzpakbcRFnpoaYAXp3biba7	1048646	QmRM2QDpTy3Qwoa6ZKtWwKsbgpujiyArkLkHBQxXDonES7	26655528
004670426-004676748	QmSvmEmY1P5bxRdTF8HZemF8RproTjEM2pwL7D3hJkkrWV	1048646	QmdAbhBaLD7HWTWQPbMd2rvGWJ6eYvFEgF9FBs9LxfMTAt	25987100
004676749-004682966	QmR4Ru6tfQa2QNcgBkVAp5RYJMFJGnaNwQLMQMgsR5UZkA	1048646	QmUDFn2qyaiAbk7nMtvyf6nZmP6amEbUZL3GMSVtiDsat8	26826156
004682967-004688972	QmbD7h2z7bRS7LqgWoait3gNFWkCteD3bwnEHFSrnrXrJ2	1179722	QmSi41Q8MMW26vXvYqpzSuk6cEKSU9F7hTGvhj7qF5wWWN	28448420
004688973-004695531	QmYsjdde6SgzGsNoDkQkJLGqM6KULo4C2uLZ63bsoRumTa	1179722	Qmd84FakN322pf9XV47wqHCHMhqWwpARzMPcWFjYef7xRy	27439624
004695532-004700000	Qmdmdgx8sXjXGkoHH3W8jzTCTYvdFfgWdvFaokWupoKUCr	917570	QmRGSTnrp1xaDA5F5oEet122AvMTxX9GqzB581t3u4ijFA	21017280
004700001-004706332	QmSphLUPvTPNFFe399fdM7qNyv7wTX5TZAXvN51mNf7wWh	1048646	QmcnygHSy8VCffJbnnPdtkjCuFasGDsQ5nc71awKpw2RFV	26743040
004706333-004712286	QmUPY3b1V72mBQtdkgMVcJNC5sQ6dswJ46L4wgJY79HMxs	1179722	QmUdBHLX5nJWC6KSM1JsJatYNL5yhb2psS56RUsL12HLX1	27304204
004712287-004717639	QmV4utq4sZR9KoQdk6Tw2xWpcwYDLW2HNFnxTbBdv4PYrx	1179722	QmZH9KvD4GhnjnPjhiAWQq1sUQsRMxEHBB2BxaK3C8vJqU	27781000
004717640-004722654	QmV92d2JFkBBqpW3MLAUdobjDVy2CAgyzLuzdAcVTsbArm	1179722	QmcKnK6L7NAkG8Po9PB4vYFiZN63tqA5aog5Nsy1vNpEBB	28116380
004722655-004727482	QmW74AKfCo8g2T3t2t4uGLowgzPHaetAYPsRoWrJ4c4B7P	1179722	QmZ5dhqZeyfFZ1zRFnTratXRt3TkfmEecy8mvuzDvmM4Tn	28593520
004727483-004732356	QmbfhEX4ZTdue4MhQRrpmZTJRr187CMw5W3X1UV9pEKJmr	1310798	QmRkXYZDFVhTFXHbJ4EbZYNzF1ZQdXm3SyT7bNRGBK7SqG	29056420
004732357-004737289	QmRnNKdU4DGWxssGQmgsqTTMPVvxmuphTBgnVpLtNxgN9n	1310798	QmfR8oYLkeSCqCxqLYxcFaJK4TNr1uemctFPYBP3257m65	28947208
004737290-004742266	QmXkpZBU6yoRdre4QHn4yQdEdaKzU8pPCoaD9GVaXfmsJX	1179722	QmYsSpTf2Za3oNz4znnyiLXtnHMWJzpeHPJsVumyhc98zc	27866264
004742267-004747265	QmbpTLukaVXUcD6TjxFxpCM89Cx8SXzqKHCuLz3Qbuitrw	1179722	QmYzXY6NrsMCUmzmk3F887HBBtAykUJXGACeANJ6qm1Txe	28036732
004747266-004752329	QmYBG3Cx2NCtdiqBornMBaJaMwi49umgNp1te3nuZgQSJe	1310798	QmefCM7CwzaqqNLYMVPgexCB59xcXao7DMiQmnKFGfw8oE	28659580
004752330-004756766	QmWudSHUVkV4KWHUV2auab7WFkbPjZ4zZmu3LXDom2EKH8	1310798	QmeNY4yEvmzBNFxdjXiVfZZeBx7LxLX1YwMqrbwC6u9rm5	29203320
004756767-004760819	QmUxjC3tV4pKpYMbqwoBkpT8CwQQkZNH9T2T9XhYK8foWV	1179722	QmcD2k9kDoLqJXc4epA2PdLrwAWk9xGr5eznxLcvL75UGp	28384588
004760820-004765357	QmZocZJxvffPjiVXjVq9arzR9M4C9BhnXQ8te5x4YRr7Tt	1310798	Qma4WFY59DN6mJULydVuwK4utpVTgBkc7EQ1Np9EAPwr2s	29341408
004765358-004769784	QmPa77TR4zjHK5uHWHgLSzie624Y7yze9zkNcTTek5vHke	1441874	QmQFpaCjwikFDPpUVM5VnkmjsSbfpWMa4GguXbr9XWiR3F	30422336
004769785-004773978	QmQYhjZSmHBSNSnvyPM2gBFJU2Ekx9oqn2ftzrSsoFJgH9	1441874	QmdTZviokWgFNmc89Y1brw1TUYME4VMcJxqz8KScRpdP7e	30770600
004773979-004778049	Qmd2Lk7DbtFfo2HFCy6bBGjw3Vtbs457TnfP56maixpqEZ	1441874	QmXetfwCtif2A61qo74GqVgUiRJUaZczvbE8DshSqXpfuK	30842352
004778050-004782852	QmUR5rLjd2fh6vavrZfFywMD3gexat7ctdZRULHBpa34uE	1441874	QmbRzYiuxgb3n1Ejxc6QjhveeSwQzLc4H4icosxny1tcnJ	30905592
004782853-004788085	QmUNc94FD1BkZRgUX14cV9yhWHmo53pGuUX55JZEEZ6c3e	1310798	QmT6sDgfLMUdZnefiHQUDfztg3VE58eex1JvEK2bbwaK1a	29589316
004788086-004794312	QmfJg49nXYLP1DhwK7UWrw4hHYnphCE6AsSYSyCAxNYz7V	1310798	QmUphqq7x6ecFxrCBrb1iXHCKBuTLrRDyaSFfDN8J7pG3F	29927432
004794313-004800000	QmXngQtLg4m7pQCXtQn46MsjJvBfqd21hkFvFVA65L8ANo	1310798	QmRnMXcSh1N13VaJRY1PfXRAbzKn6Xo6j1bkmaWcBXXAJ1	27857408
004800001-004804981	QmaQibKSKqn9Uw98NEryUF1jCX5tyzHyLnyLxNMYq4WR7A	1441874	QmPxJFs1tcDoKA7NgSig78x3M54YuWy5Yq2g2YGj3WQhyk	31331764
004804982-004809974	QmVZzyQaFXtCjqc7FyAJsiUYFvwuedQ3jaThKAW1EwLt6Q	1441874	QmaQnd7D5tZQjf1fhbxrFthAXN9z5tzK8zqK6HTYc977Lb	30714448
004809975-004814624	Qmc8eqnYYDyh7FYLdKXkn78x5qeiTSTeqrdi1NHByhVSvy	1441874	QmSgJzaYJjCLopocoUxasWvqxq9jTwXDJSj9LKjW9J8RRJ	30538916
004814625-004819068	QmS8VXrovPqK9FiZfKHaVfJEhNMT4j3pw24N3gqD4whhA5	1441874	QmPN6kgnAvy3R8qaeSf8jG69ZPWBN5G42oZksA5TxmqKA8	30534212
004819069-004822933	QmUiDyETUNPTsaTXEYGEeR5zd9WXsTEB59oHFKEU4AE6dM	1441874	QmQZpWzJGQ7D3iNnyoP11B4byPz5qcku5NfUVmRk3eLowL	30282744
004822934-004827582	QmaePnZQ6x8Xg9zotwsmVoyvBg2WbsgMjUkbTGbi8qtmMz	1310798	Qmaus4vE3u4yksvb6DBbdLqhuJairPCQtAhtwH7F3iaYwp	29871412
004827583-004832502	QmaYnW7ufV8mQbPzivtuWYWKtrnRxb7Kj8cKZeuyeeTE6n	1310798	Qmf8U2YkDPSt5spq24d5DAympQb8UDJukrhSZrLW6Cx5XQ	29788592
004832503-004837681	QmWZNMSMeftpbRfYVfzeaRxj8ANA192qkBia22oGNCDRBY	1441874	QmY99vahtKah74YBAdQmrVco67buSKQR9ZxgAv4XKKQTpL	30450296
004837682-004842063	QmeEe6Gccq3iVpAEcz8Sdv1PRB4eehf9fbVk623u7CR9Ph	1441874	QmRfAuv1XmXJ8YCNLbhNgMRPz2qemWa7DAPFz1BL79zbyv	30426692
004842064-004845860	QmSg9bfELDR1pApbsRrENHuhvpJWu7eVW85cWyLBLY6kmt	1310798	QmQQSwhW4CVPP6Wg8N5RVsyfpEpSeLUGHakKa2UkiD5agv	29883280
004845861-004849602	QmZfe27aTCL4jXBCxMw3LKcyhuJfs7zb7xGwC7zwkQ18iD	1441874	QmVmPbtgX3oMhcUK88NNTdFhfs2LfJ1JUzBpkGY3eEGQDs	30507152
004849603-004853331	QmNnJBBhA4DmvDRTaPwbPdf8TRZGCXucgBDe9wYtbN9EFd	1441874	Qmb5AKeHhD8V5A6DEdcmAEZUitFkY44XxfcpDLhJoHTPGn	30643032
004853332-004856652	QmY7MTK3kbE1JzWMXvgm4g9tgwAG8SvKcyRiZs5GDHSbJ8	1441874	QmTKVGtB1Dw2WibvcNWrBnyQtiBdUEiagJ11Z8P1eUJMDx	30895524
004856653-004860387	QmTATVTBA1jwVdKPMY5vCTxD1Hj4YQLPYJoBZiAin7WC5i	1572950	QmNPdHj2jLgkbTnLk5YDbfT28CfqRQLHG3ua8fvWumSwdh	31932712
004860388-004863929	QmPcjfGk7oSKLbAyY1FhcThxqFqmUVEiwtQupGdkwdjPue	1572950	QmUobEFTKqfiP4C8MJBEy8LCifbnnCCk53MYBinJnqnhyB	31491124
004863930-004867913	QmWSLu9iiGLNFFTHEyc1bhwHuQLzVYsifsQoyJn5BcLYnf	1441874	Qmc9TXhCsastBdpGfPfiGHqn5TMrvRpnYXeXZjQEZKKAL1	30582972
004867914-004871882	Qmf7mRkm3WHPYiseB5XHEu6vX4wWWiLytNTLPa2TuapfVe	1441874	QmVPJycmNJvTKEsjtPkiJELq4nCTfLbF4K1gZNz9pHah9g	30392520
004871883-004875554	QmcdefoL6rNJcg91BycbQ5NU42MKdftYLLLeSdfbCErnSE	1441874	QmeEihrQBt1pX73Xzdnqc4HysinYhyNbX2tfPSDpFo5FHJ	30804456
004875555-004879177	Qmc17swTkS56Zg8kVNZNPKzBabfHBz1djjsVAJxGrz1fNS	1572950	QmeyNp54Fgf53eASXryZpfdogZrcMqBz7aENH44MsvQZ6v	31536276
004879178-004882894	QmerXFWzamJmig7nitRCPjzqCvBGhsKkMFzLVqvEqo3jt2	1572950	Qmb885qTMRWhL5uUEadhFE9fndUsncGWLGEfsc8gj8x5TT	31568876
004882895-004886754	QmPKXqhcDUQPEFTUR76uMLg9gujRBwYevcPk8FZcehctHF	1572950	QmdhD4goumgYcRY3zexaLAwZ6JQzgThoKJsDmnPevxpkE9	31640200
004886755-004890619	QmQGmYeAxsV6mXBAsVDxmtK28Q48qdizMaouBaBepa4ppH	1572950	QmRWHVhjoVpVAwhWijftovcj8RNEbXuVXXaaQyr4NnyLNZ	31657076
004890620-004894620	QmeWKRrzk7jRkEgNbc5D4pJq6uqCY45WaCAE5tjnk42cPE	1572950	QmUwQTef9ZJ1QpjWJvLesffwQnDZeNH9DWMSeDiiZCwcGe	31891384
004894621-004898549	QmWDNWqXm2x6KLf1x5YgMia5L48md1KoUE2cqQ6T2WP8qN	1441874	QmfZ7vkezZk1qjFC7LisXPoPntr8YDaQ5AygHKeUgND2b7	31247660
004898550-004900000	QmQNNZKaVfWD1uR2XcXDQ5HRiCTPdkSV8JtjiXVLHfRM9q	655418	QmfGZ18mQx5WKr1uHRuorE2xtDAXSBkDHieKg21XFRxYqB	11629660
004900001-004903792	QmPMkPsbe7JMNz8EK5QycESraAiYwhm1zqU9NbqDzx9m8n	1572950	Qmas9xBJQ3LXjbhKMC1jETPLEGC1xWVjRF3XF1dDXfKpcf	31472600
004903793-004908009	QmXRpZ2kFjxxcnYuPuPysD2DvEwt2PSi4QHNQcm5aYyzHU	1441874	QmUpoJNDzweJRTzw2nJqYQiTUWCbpWGKewnJRVQuuiV9q1	31389108
004908010-004912213	QmW9swiBAk7nKNRuNTxsdxXGFoua4Bix59zEiHVnntbwXf	1441874	QmdgUpZ24pEg3pPtkMXA2GS4VHiaS8hKsVxN6jePLvVZpg	30707308
004912214-004915727	QmY5fhX5AYzN9hCEjwngnR14KA65kZzAiMKQtd8hHWHVGM	1704026	Qma4RCV16LefrqXNN9uf6pGCPpD3VT8Xu7Q89kC4nK3dRd	32960580
004915728-004919354	QmbfiG7wYaBgNuAyUFpKcLgockDmTDXWm6pHpGRMxzu5bD	1572950	QmYSzREjRx9TeZd6niR1N8wp4kFgM8G1Y356THXBC932xy	31788576
004919355-004923045	QmPngD6noYo84oQdB5m1J1MckwaJGsFuRhqEn382x9ZCzH	1572950	QmRLN1rDWFS4XZirJmwB1YN7VbS1VNt3z7mqQBnmERpGDo	32090204
004923046-004926658	QmV848kt5JsdfubBMGv7XZDaQk5jQaTVA6SMEyfGJK76Uh	1572950	QmZwEpFwU9hrZTkCuUVEYadvubasmFHEWiPdzBC4jTt6Fa	31441976
004926659-004930416	QmSGt14qzfYHPfpaRYeiRndcT6R3EPfparG7HhXnLwEKvc	1572950	QmRq92Uv8FzSWLXXzJnHeUdQeeSUqMWd9weAyCverMiAur	31414340
004930417-004934488	QmSuoTbhpRE4kG2whRTDJzrSmAtrB5HzwyoL3eeWgtQM5H	1441874	QmcKaK2WADbmsaifBJKbKMFjdeBcT9fVkgmKeAPzndmTXM	30612972
004934489-004939020	QmUx4LvYrKnu9RD1R7MckYWnvhhxVp2WHoVKcabYeHc3to	1310798	QmS5hS7EsLmA9eTcDmEnkkZk8kud7Smz6PQT8UuxtvBXuw	29225628
004939021-004943694	QmdMg85JiXGQn1PFB92f6XTDKWqbDLUZkSVtovzhvPA9sj	1310798	QmaExFWd2Nsc58mpMVmeB4VKkzNsdNjCMdDxSytYfrP1Pf	29750480
004943695-004948194	QmWB6gz2AGFSSL8JKsnqG6X3iULYNZzwqtxUWVzSUhTv2L	1704026	QmYpmHbsggsGauZn7qVmnfPqDWb8787W3QPWMCJojCxgyK	33215312
004948195-004953203	QmQwQ6PgkwwLvAgeZovVG9RetXBvSXbo13986vwTjwBB8S	1572950	QmUdUgg52uvGy97pmGS6VnCEag77zqUDJB75m1SdVpYYgb	31454708
004953204-004957853	QmSSwx3vCtSqweRTEQtpSbB35MZfWr6NFng4U6PRtqCRkg	1441874	QmaoyFsJiH15Dzg9BHhpeDtwW84KzWT3qGNZxibRuMLGfi	31271160
004957854-004962802	Qma2XZSCqoZ6jRMVzGcza3prHJ4XBvBNqJeqLWFcuw6XDm	1441874	QmUpfLGLNZ8vUqV5SMV1JtLWvqGHkmjB3w8TYT7F8f1J1X	31368920
